kodis-id,buyer or seller,concatenated utterances
2730,seller," I completely understand how are you feeling, so that's why im offering you a 30% discount on your next purchase. How does that sound to you?  Great! So let me register in my system that information. Im giving you 30% of the total amount of your purchase as a refund. Im adding the information provided, and a review of you as a ciient.   Just before finishing, i will kindly ask you if you could remove the negative reviews on the site, and also ask you: Are you happy with the result of this issue?"
2730,seller," Great! So let me register in my system that information. Im giving you 30% of the total amount of your purchase as a refund. Im adding the information provided, and a review of you as a ciient.   Just before finishing, i will kindly ask you if you could remove the negative reviews on the site, and also ask you: Are you happy with the result of this issue?  Thanks for your response. I will suggest to look carefully for the details in the next purchase! "
2730,seller," Just before finishing, i will kindly ask you if you could remove the negative reviews on the site, and also ask you: Are you happy with the result of this issue?  Thanks for your response. I will suggest to look carefully for the details in the next purchase!   Reject Deal"
2730,seller," Thanks for your response. I will suggest to look carefully for the details in the next purchase!   Reject Deal  Submitted agreement: Buyer gets partial refund, seller kept their review, buyer retracted their review, seller did apologize, and buyer didn't apologize."
2731,buyer," I would like to receive a full refund.  The item delivered was not as described.  The item was specific to be Kobe Bryant, not another player."
2731,buyer," The item delivered was not as described.  The item was specific to be Kobe Bryant, not another player.  The listing showed Kobe Bryant. How about I receive a partial refund, if not, I will return the item."
2731,buyer," The item was specific to be Kobe Bryant, not another player.  The listing showed Kobe Bryant. How about I receive a partial refund, if not, I will return the item.  I will accept your offer on the condition that you retract the bad review of me and apologize for the confusion."
2731,buyer," The listing showed Kobe Bryant. How about I receive a partial refund, if not, I will return the item.  I will accept your offer on the condition that you retract the bad review of me and apologize for the confusion.  Fair enough."
2731,buyer," I will accept your offer on the condition that you retract the bad review of me and apologize for the confusion.  Fair enough.  Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller didn't apologize, and buyer didn't apologize."
2731,seller," Why would you like a refund?  what was different with the delivered item and the item purchased?  I see here that you did not purchase the Kobe Bryant jersey, so the item delivered is correct"
2731,seller," what was different with the delivered item and the item purchased?  I see here that you did not purchase the Kobe Bryant jersey, so the item delivered is correct  There are no returns per the refund policy, however I will make this exception and refund you 50% off your total purchase"
2731,seller," I see here that you did not purchase the Kobe Bryant jersey, so the item delivered is correct  There are no returns per the refund policy, however I will make this exception and refund you 50% off your total purchase  Im not willing to retract the bad review, as Im doing a favor to you by issuing this refund. if you'd like to remove my bad review then I will consider removing my bad review as well"
2731,seller," There are no returns per the refund policy, however I will make this exception and refund you 50% off your total purchase  Im not willing to retract the bad review, as Im doing a favor to you by issuing this refund. if you'd like to remove my bad review then I will consider removing my bad review as well  deal"
2731,seller," Im not willing to retract the bad review, as Im doing a favor to you by issuing this refund. if you'd like to remove my bad review then I will consider removing my bad review as well  deal  Accept Deal"
2733,buyer, I would like a refund  I did not get the exact item i paid for  A replica of Kobe Bryants Jersey
2733,buyer," I did not get the exact item i paid for  A replica of Kobe Bryants Jersey  I'm so sorry, I think you are mistaken. I know exactly what I chose"
2733,buyer," A replica of Kobe Bryants Jersey  I'm so sorry, I think you are mistaken. I know exactly what I chose  I think you are being crafty and trying to play smart. I cannot possibly agree to what I do not like. Please refund my money and retract this bad review of me. Thanks"
2733,buyer," I'm so sorry, I think you are mistaken. I know exactly what I chose  I think you are being crafty and trying to play smart. I cannot possibly agree to what I do not like. Please refund my money and retract this bad review of me. Thanks  I already sent the item back to your company. Please do well to refund me. Thanks"
2733,buyer, I think you are being crafty and trying to play smart. I cannot possibly agree to what I do not like. Please refund my money and retract this bad review of me. Thanks  I already sent the item back to your company. Please do well to refund me. Thanks  Sure. That will be after I've gotten my refund and you also retract your bad review of me.
2733,buyer, I already sent the item back to your company. Please do well to refund me. Thanks  Sure. That will be after I've gotten my refund and you also retract your bad review of me.  I will definitely do that once I get my refund
2733,buyer," Sure. That will be after I've gotten my refund and you also retract your bad review of me.  I will definitely do that once I get my refund  I get my refund, And i'll retract my review"
2733,buyer," I will definitely do that once I get my refund  I get my refund, And i'll retract my review  Alright then, I will go with that."
2733,buyer," I get my refund, And i'll retract my review  Alright then, I will go with that.  Thanks for the refund. But i think it's best I leave the review so that innocent people will not fall victim. "
2733,buyer," Alright then, I will go with that.  Thanks for the refund. But i think it's best I leave the review so that innocent people will not fall victim.   I Walk Away."
2733,seller," Hello, I hope you´re having a great day. Why would you like a refund?  Im so sorry to hear that. What was the item you were expecting?  Okay, I see.  However, the system tells me that you did not choose that option in our page. You chose another option, which is what you got. "
2733,seller," Im so sorry to hear that. What was the item you were expecting?  Okay, I see.  However, the system tells me that you did not choose that option in our page. You chose another option, which is what you got.   I understand, I'm so sorry for the inconvenience. However, we cannot offer a refund because its part of our terms and conditions that you already agreed to when buying in our page. "
2733,seller," Okay, I see.  However, the system tells me that you did not choose that option in our page. You chose another option, which is what you got.   I understand, I'm so sorry for the inconvenience. However, we cannot offer a refund because its part of our terms and conditions that you already agreed to when buying in our page.   I'm sorry once more for the inconvenience. Can you please send a picture of what you got? "
2733,seller," I understand, I'm so sorry for the inconvenience. However, we cannot offer a refund because its part of our terms and conditions that you already agreed to when buying in our page.   I'm sorry once more for the inconvenience. Can you please send a picture of what you got?   Okay, lets do one thing, we can refund the product only if you retract the bad review you gave on our page. "
2733,seller," I'm sorry once more for the inconvenience. Can you please send a picture of what you got?   Okay, lets do one thing, we can refund the product only if you retract the bad review you gave on our page.   I already retracted my bad review. The refund will be made after you retract your bad review."
2733,seller," Okay, lets do one thing, we can refund the product only if you retract the bad review you gave on our page.   I already retracted my bad review. The refund will be made after you retract your bad review.  In what way I can assure you will do that? "
2733,seller, I already retracted my bad review. The refund will be made after you retract your bad review.  In what way I can assure you will do that?   Then I can only do a partial refund
2733,seller," In what way I can assure you will do that?   Then I can only do a partial refund  Excelent, thank you for retracting your review. Im sorry for all inconvenience"
2733,seller," Then I can only do a partial refund  Excelent, thank you for retracting your review. Im sorry for all inconvenience  Then I will keep your bad review too so that all people know what type of client your are"
2736,buyer," Hello  i'm doing okay, i bought a jersey that wasn't my size  i selected large and i got medium and i wanted to use for a football match but unfortunatly i can't anymore"
2736,buyer," i'm doing okay, i bought a jersey that wasn't my size  i selected large and i got medium and i wanted to use for a football match but unfortunatly i can't anymore  this really upsetting then why  didnt you package the right product for me then, this isn't my fault and you have to fix it"
2736,buyer," i selected large and i got medium and i wanted to use for a football match but unfortunatly i can't anymore  this really upsetting then why  didnt you package the right product for me then, this isn't my fault and you have to fix it  i didnt get the right product please take a look again"
2736,buyer," this really upsetting then why  didnt you package the right product for me then, this isn't my fault and you have to fix it  i didnt get the right product please take a look again  i know i ordered the write the right product dont  you think there was mix up"
2736,buyer, i didnt get the right product please take a look again  i know i ordered the write the right product dont  you think there was mix up  wow but this isnt my fault i placed the right order but it didnt come through
2736,buyer, i know i ordered the write the right product dont  you think there was mix up  wow but this isnt my fault i placed the right order but it didnt come through  thank you
2736,buyer, wow but this isnt my fault i placed the right order but it didnt come through  thank you  Accept Deal
2736,seller," Hello, how are you?  I am sorry that you were not satisfied. However,  I did send the size/style that you selected during the ordering process.   I understand. Unfortunately, as stated on the website, I can not offer refunds. "
2736,seller," I am sorry that you were not satisfied. However,  I did send the size/style that you selected during the ordering process.   I understand. Unfortunately, as stated on the website, I can not offer refunds.   I have double checked your order and I did, in fact, send the correct product. Possibly there was an error when you were ordering?"
2736,seller," I understand. Unfortunately, as stated on the website, I can not offer refunds.   I have double checked your order and I did, in fact, send the correct product. Possibly there was an error when you were ordering?  I have reviewed the order multiple times and can send you proof that the product matches the description. "
2736,seller," I have double checked your order and I did, in fact, send the correct product. Possibly there was an error when you were ordering?  I have reviewed the order multiple times and can send you proof that the product matches the description.   I can agree to a partial refund but I will have to give you a negative Buyer review."
2736,seller," I have reviewed the order multiple times and can send you proof that the product matches the description.   I can agree to a partial refund but I will have to give you a negative Buyer review.  Once again, the product that was sent matches the description of the product ordered. I do have proof of that. I am offering a partial refund only to keep my customers happy. That is the best I can do for you. "
2736,seller," I can agree to a partial refund but I will have to give you a negative Buyer review.  Once again, the product that was sent matches the description of the product ordered. I do have proof of that. I am offering a partial refund only to keep my customers happy. That is the best I can do for you.   Submitted agreement: Buyer gets partial refund, seller kept their review, buyer kept their review, seller did apologize, and buyer didn't apologize."
2737,buyer," What options are you offering me to make this right?  My item arrived broken  Yes, It was damaged."
2737,buyer," My item arrived broken  Yes, It was damaged.  I would like a refund, and a retract of bad review please."
2737,buyer," Yes, It was damaged.  I would like a refund, and a retract of bad review please.  Submitted agreement: Buyer gets no refund, seller retracted their review, buyer retracted their review, seller didn't apologize, and buyer didn't apologize."
2737,seller," Hello there, what’s the issue?  That’s unfortunate. We apologize for any inconvenience. Was the package damaged?   Looks like it was a problem with the transportation company. How can I make it right with you? "
2737,seller, That’s unfortunate. We apologize for any inconvenience. Was the package damaged?   Looks like it was a problem with the transportation company. How can I make it right with you?   Unfortunately due to our policy we can not offer a refund but I can send you the same item for now extra cost to you. Would that make it right with you? We would also remove the bad review and we would kindly ask you to remove your bad review as well. How does that sound?
2737,seller, Looks like it was a problem with the transportation company. How can I make it right with you?   Unfortunately due to our policy we can not offer a refund but I can send you the same item for now extra cost to you. Would that make it right with you? We would also remove the bad review and we would kindly ask you to remove your bad review as well. How does that sound?  Accept Deal
2738,buyer, I received the wrong jersey.  I want a full refund and an apology in your review of my purchase from you.   Yes I can do that. I understand mistakes can be made. Please be careful in the future to make your listings accurate initially.
2738,buyer, I want a full refund and an apology in your review of my purchase from you.   Yes I can do that. I understand mistakes can be made. Please be careful in the future to make your listings accurate initially.  Thank you. Have a good day
2738,buyer," Yes I can do that. I understand mistakes can be made. Please be careful in the future to make your listings accurate initially.  Thank you. Have a good day  Submitted agreement: Buyer gets full refund, seller kept their review, buyer retracted their review, seller did apologize, and buyer didn't apologize."
2738,seller," I apologize for the unclear advertising; the jerseys are not for a specific player. How would you like this to be resolved? I'm happy to work with you on it.   I am willing to refund you and apologize, but I'll need you to retract your bad review.  Ok will do, thank you. "
2738,seller," I am willing to refund you and apologize, but I'll need you to retract your bad review.  Ok will do, thank you.   Take care! "
2738,seller," Ok will do, thank you.   Take care!   Accept Deal"
2740,buyer," hello I received the wrong item and would like a refund and apology  i'd like you to remove your negative reply to the review I left as well because nothing in the review was untrue  I need a refund, apology, and I need you to retract your rude comments about me and my review"
2740,buyer," i'd like you to remove your negative reply to the review I left as well because nothing in the review was untrue  I need a refund, apology, and I need you to retract your rude comments about me and my review  okay think you, I will mark that down. lets wrap this up. it was good we could come to an agreement. I apologize to you for any rudeness or problems caused by me"
2740,buyer," I need a refund, apology, and I need you to retract your rude comments about me and my review  okay think you, I will mark that down. lets wrap this up. it was good we could come to an agreement. I apologize to you for any rudeness or problems caused by me  you are apologizing as well I can assume?"
2740,buyer," okay think you, I will mark that down. lets wrap this up. it was good we could come to an agreement. I apologize to you for any rudeness or problems caused by me  you are apologizing as well I can assume?  ok this was productive, thanks again"
2740,buyer," you are apologizing as well I can assume?  ok this was productive, thanks again  Reject Deal"
2740,buyer," ok this was productive, thanks again  Reject Deal  i need the full refund"
2740,buyer, Reject Deal  i need the full refund  Reject Deal
2740,buyer," i need the full refund  Reject Deal  Submitted agreement: Buyer gets full refund, seller retracted their review, buyer kept their review, seller did apologize, and buyer did apologize."
2740,seller, hi let see what i can do   okay u can go ahead   wil do that 
2740,seller, okay u can go ahead   wil do that   okay good to hear
2740,seller, wil do that   okay good to hear  yes i am 
2740,seller," okay good to hear  yes i am   Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize."
2740,seller," yes i am   Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.  Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize."
2740,seller," Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.  Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.  Accept Deal"
2741,buyer," Hello, I request a full refund for the Kobe Jersey, as it was not Kobe's. The point of the purchase was to get a Kobe jersey, not a Jersey from the Lakers.  It does now, it did not when I bought it. There is proof that the change was made after I made the purschase and complained about it. Please issue my full refund and retract the bad review I left.   It was cleary a listing for a Kobe's replica. It was changed to just LAKERS after I complained. I will send you the request now, and you gotta accept. You know it's just right with the given context."
2741,buyer," It does now, it did not when I bought it. There is proof that the change was made after I made the purschase and complained about it. Please issue my full refund and retract the bad review I left.   It was cleary a listing for a Kobe's replica. It was changed to just LAKERS after I complained. I will send you the request now, and you gotta accept. You know it's just right with the given context.  No dice. it was not a misunderstanding on my part, most likely an issue on the backend if any. So my request is going to be the full refund, you guys retract my bad review, I get to keep my review, and nobody has to apologize, this is just a transaction."
2741,buyer," It was cleary a listing for a Kobe's replica. It was changed to just LAKERS after I complained. I will send you the request now, and you gotta accept. You know it's just right with the given context.  No dice. it was not a misunderstanding on my part, most likely an issue on the backend if any. So my request is going to be the full refund, you guys retract my bad review, I get to keep my review, and nobody has to apologize, this is just a transaction.  Submitted agreement: Buyer gets full refund, seller retracted their review, buyer kept their review, seller didn't apologize, and buyer didn't apologize."
2741,buyer," No dice. it was not a misunderstanding on my part, most likely an issue on the backend if any. So my request is going to be the full refund, you guys retract my bad review, I get to keep my review, and nobody has to apologize, this is just a transaction.  Submitted agreement: Buyer gets full refund, seller retracted their review, buyer kept their review, seller didn't apologize, and buyer didn't apologize.  hahahah ''buddeh'' okay okay. full refund, both reviews retracted, nobody apologizes? "
2741,buyer," Submitted agreement: Buyer gets full refund, seller retracted their review, buyer kept their review, seller didn't apologize, and buyer didn't apologize.  hahahah ''buddeh'' okay okay. full refund, both reviews retracted, nobody apologizes?   Submitted agreement: Buyer gets full refund, seller retracted their review, buyer kept their review, seller did apologize, and buyer did apologize."
2741,buyer," hahahah ''buddeh'' okay okay. full refund, both reviews retracted, nobody apologizes?   Submitted agreement: Buyer gets full refund, seller retracted their review, buyer kept their review, seller did apologize, and buyer did apologize.  Sure, please send it so I can approve. Deal? I can't send it and also type a message"
2741,buyer," Submitted agreement: Buyer gets full refund, seller retracted their review, buyer kept their review, seller did apologize, and buyer did apologize.  Sure, please send it so I can approve. Deal? I can't send it and also type a message  Accept Deal"
2741,seller, It clearly states in the listing that it was not a Kobe jersey  It was there when you bought it. You did not read the listing properly. There is no proof that the change was made.  No it was not but I am ready to resolve this. You can get a refund as long as you retract your bad review and put an apology stating it was a misunderstanding.
2741,seller," It was there when you bought it. You did not read the listing properly. There is no proof that the change was made.  No it was not but I am ready to resolve this. You can get a refund as long as you retract your bad review and put an apology stating it was a misunderstanding.  Like I said, you get a refund, retract your bad review and apologize. "
2741,seller," No it was not but I am ready to resolve this. You can get a refund as long as you retract your bad review and put an apology stating it was a misunderstanding.  Like I said, you get a refund, retract your bad review and apologize.   Reject Deal"
2741,seller," Like I said, you get a refund, retract your bad review and apologize.   Reject Deal  Not fair buddeh"
2741,seller, Reject Deal  Not fair buddeh  To make it fair you need to apologize. It will be a win win for both. 
2741,seller, Not fair buddeh  To make it fair you need to apologize. It will be a win win for both.   Reject Deal
2741,seller," To make it fair you need to apologize. It will be a win win for both.   Reject Deal  You get a full refund, I retract my review, you retract your review and you apologize. 2-2"
2741,seller," Reject Deal  You get a full refund, I retract my review, you retract your review and you apologize. 2-2  Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller didn't apologize, and buyer did apologize."
2743,buyer," Hello, I received the wrong Jersey and would like a full refund and for you to take off the false comment you made, please.  Thank you, I realize I should have tried to communicate better with you before writing the review I made and I am sorry as well.  Of course, I'd be happy to remove the review. What resolution did you have in mind?"
2743,buyer," Thank you, I realize I should have tried to communicate better with you before writing the review I made and I am sorry as well.  Of course, I'd be happy to remove the review. What resolution did you have in mind?  I bought the jersey for my family member who is sick to lift his spirit. He is a big Kobe Bryant fan. Are you able to assure me I will receive this jersey?"
2743,buyer," Of course, I'd be happy to remove the review. What resolution did you have in mind?  I bought the jersey for my family member who is sick to lift his spirit. He is a big Kobe Bryant fan. Are you able to assure me I will receive this jersey?  Perfect! That would be wonderful! He is a size Medium. "
2743,buyer," I bought the jersey for my family member who is sick to lift his spirit. He is a big Kobe Bryant fan. Are you able to assure me I will receive this jersey?  Perfect! That would be wonderful! He is a size Medium.   Wow, you are awesome! Thank you! Could you also remove the review you made about me?"
2743,buyer," Perfect! That would be wonderful! He is a size Medium.   Wow, you are awesome! Thank you! Could you also remove the review you made about me?  Thank you so much! I am glad as well! Have an amazing day!"
2743,buyer," Wow, you are awesome! Thank you! Could you also remove the review you made about me?  Thank you so much! I am glad as well! Have an amazing day!  Accept Deal"
2743,seller, Hello and I am extremely sorry to hear about your issue today.  I understand your frustration and would like to ask you to remove your post and we can discuss a possible resolution that you and I am both happy with.  I cannot issue a full refund but I can either send out another jersey for you or I can do a partial refund.
2743,seller, I understand your frustration and would like to ask you to remove your post and we can discuss a possible resolution that you and I am both happy with.  I cannot issue a full refund but I can either send out another jersey for you or I can do a partial refund.  I will absolutely package the jersey myself to ensure the correct product is shipped. What size do you need?
2743,seller, I cannot issue a full refund but I can either send out another jersey for you or I can do a partial refund.  I will absolutely package the jersey myself to ensure the correct product is shipped. What size do you need?  Great I am going to package that right now to ensure that the product is shipped today.
2743,seller, I will absolutely package the jersey myself to ensure the correct product is shipped. What size do you need?  Great I am going to package that right now to ensure that the product is shipped today.  Yes once again I apologize about the misunderstanding and am glad that we were about to reach a resolution that worked for the both of us. 
2743,seller," Great I am going to package that right now to ensure that the product is shipped today.  Yes once again I apologize about the misunderstanding and am glad that we were about to reach a resolution that worked for the both of us.   Submitted agreement: Buyer gets no refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize."
2745,buyer," hi  I would like to kindly ask you for a full refund.  The item arrived broken, I really wanted the item but in that condition I can't use it"
2745,buyer," I would like to kindly ask you for a full refund.  The item arrived broken, I really wanted the item but in that condition I can't use it  Yes, I have photos of the article, I would like to reach an amicable agreement"
2745,buyer," The item arrived broken, I really wanted the item but in that condition I can't use it  Yes, I have photos of the article, I would like to reach an amicable agreement  ok sounds good, so we are 50 and 50, it seems like a good resolution to me"
2745,buyer," Yes, I have photos of the article, I would like to reach an amicable agreement  ok sounds good, so we are 50 and 50, it seems like a good resolution to me  Yes, you will receive good comments from me"
2745,buyer," ok sounds good, so we are 50 and 50, it seems like a good resolution to me  Yes, you will receive good comments from me  perfect, it seems to me that we all win that way"
2745,buyer," Yes, you will receive good comments from me  perfect, it seems to me that we all win that way  thanks have a nice day"
2745,buyer," perfect, it seems to me that we all win that way  thanks have a nice day  Accept Deal"
2745,seller, hello  Can I ask what is the problem?  Do you have evidence that the item arrived broken?
2745,seller," Can I ask what is the problem?  Do you have evidence that the item arrived broken?  Ok, because I also have evidence that we send you the article in good condition and the state in which it arrives is not on our hands, I can only offer a partial refund"
2745,seller," Do you have evidence that the item arrived broken?  Ok, because I also have evidence that we send you the article in good condition and the state in which it arrives is not on our hands, I can only offer a partial refund  Perfect, are you going to eliminate now the bad review of our store?"
2745,seller," Ok, because I also have evidence that we send you the article in good condition and the state in which it arrives is not on our hands, I can only offer a partial refund  Perfect, are you going to eliminate now the bad review of our store?  Thank you, I will also retract my bad comment of you as a buyer"
2745,seller," Perfect, are you going to eliminate now the bad review of our store?  Thank you, I will also retract my bad comment of you as a buyer  We apologize for the inconvinience and hope you choose to buy from us again"
2745,seller," Thank you, I will also retract my bad comment of you as a buyer  We apologize for the inconvinience and hope you choose to buy from us again  Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer didn't apologize."
2746,buyer," I demand a refund.  No, I want a refund and an apology.  Do we have a deal?"
2746,buyer," No, I want a refund and an apology.  Do we have a deal?  I rather have a refund and an apology."
2746,buyer, Do we have a deal?  I rather have a refund and an apology.  Are you going to refund me and apologize?
2746,buyer," I rather have a refund and an apology.  Are you going to refund me and apologize?  Also, I want you to retract the bad review of me."
2746,buyer," Are you going to refund me and apologize?  Also, I want you to retract the bad review of me.  Okay, but I am going to keep my bad review of you."
2746,buyer," Also, I want you to retract the bad review of me.  Okay, but I am going to keep my bad review of you.  Submitted agreement: Buyer gets full refund, seller kept their review, buyer kept their review, seller did apologize, and buyer didn't apologize."
2746,seller," What do you find more important here, getting the item you wanted or a refund and then you still don't have what you want.   Well 'm certainly sorry you had a bad experience. I'm sorry I can't make it right for you.   I suppose that's all I can do at this point."
2746,seller," Well 'm certainly sorry you had a bad experience. I'm sorry I can't make it right for you.   I suppose that's all I can do at this point.  Well, I can refund you and apologize for your experience, but that review will remain in place.  I believe in trnsparency and I want all the public to see this interaction.  I am not going to budge on this"
2746,seller," I suppose that's all I can do at this point.  Well, I can refund you and apologize for your experience, but that review will remain in place.  I believe in trnsparency and I want all the public to see this interaction.  I am not going to budge on this  Fair.  Let everyone see how we both handled the situation. "
2746,seller," Well, I can refund you and apologize for your experience, but that review will remain in place.  I believe in trnsparency and I want all the public to see this interaction.  I am not going to budge on this  Fair.  Let everyone see how we both handled the situation.   Accept Deal"
2751,buyer," hello  how do you feel about deal  there is deal on right, we need 8 messages for bonus"
2751,buyer," how do you feel about deal  there is deal on right, we need 8 messages for bonus  yes we have to agree to deal"
2751,buyer," there is deal on right, we need 8 messages for bonus  yes we have to agree to deal  Submitted agreement: Buyer gets full refund, seller retracted their review, buyer kept their review, seller did apologize, and buyer did apologize."
2751,seller, Hey  It okay. I do not understand what is going on here though   haha.... Then three more to go. but i think its something about refund or?
2751,seller, It okay. I do not understand what is going on here though   haha.... Then three more to go. but i think its something about refund or?  Refund is necessary if the item delivered is not what they ordered 
2751,seller, haha.... Then three more to go. but i think its something about refund or?  Refund is necessary if the item delivered is not what they ordered   Accept Deal
2759,buyer, i believe the seller should refund me a full payment as their website stated that the jersey is for a specific player and they scammed me .  I can not settle for a partial refund because i tried to reach out to you guys and i was told I am a lie and the website stated that the jersey is for a team not the player i wanted  then why did you go all out and call me all sort of name and paint me as a bitter buyer. the least you could have done was to apologize and refund me.
2759,buyer, I can not settle for a partial refund because i tried to reach out to you guys and i was told I am a lie and the website stated that the jersey is for a team not the player i wanted  then why did you go all out and call me all sort of name and paint me as a bitter buyer. the least you could have done was to apologize and refund me.  how are you planning on rectifying that. should I settle for partial refund how much are we talking about? 
2759,buyer," then why did you go all out and call me all sort of name and paint me as a bitter buyer. the least you could have done was to apologize and refund me.  how are you planning on rectifying that. should I settle for partial refund how much are we talking about?   thank you, I want a total refund. so do we have a deal?"
2759,buyer," how are you planning on rectifying that. should I settle for partial refund how much are we talking about?   thank you, I want a total refund. so do we have a deal?  Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize."
2759,seller," we can discuss about a partial refund  that was not me.It was a scsmmer I dont know how he did it.My appolgize, I will make sure won't happen again  like I told you it was not me.My apologize .I will try to make it right"
2759,seller," that was not me.It was a scsmmer I dont know how he did it.My appolgize, I will make sure won't happen again  like I told you it was not me.My apologize .I will try to make it right  I selling jersey team not for a specific player.there was a misunderstanding in the beginning.if you dont want a jersey I m going to do a total refund"
2759,seller, like I told you it was not me.My apologize .I will try to make it right  I selling jersey team not for a specific player.there was a misunderstanding in the beginning.if you dont want a jersey I m going to do a total refund  deal
2759,seller, I selling jersey team not for a specific player.there was a misunderstanding in the beginning.if you dont want a jersey I m going to do a total refund  deal  Accept Deal
2760,buyer," Hi I did not recieve the correct product   I really just wanted the item I ordered , is there a way I can get a refund or return the item for credit?  Yeah sure I will do that "
2760,buyer," I really just wanted the item I ordered , is there a way I can get a refund or return the item for credit?  Yeah sure I will do that   I do appreciate it very much , and I am sorry about the bad review I was just dissapointed "
2760,buyer," Yeah sure I will do that   I do appreciate it very much , and I am sorry about the bad review I was just dissapointed   It is all good , I am glad we could sort it out and come to an agreement "
2760,buyer," I do appreciate it very much , and I am sorry about the bad review I was just dissapointed   It is all good , I am glad we could sort it out and come to an agreement   Accept Deal"
2760,seller, The item was delivered as advertised. Your requirement was not specified  You can receive the refund if you retract the bad review of my company  In return I will remove the bad review of you as a buyer
2760,seller, You can receive the refund if you retract the bad review of my company  In return I will remove the bad review of you as a buyer  I am sorry that the item did not meet your expectation.
2760,seller," In return I will remove the bad review of you as a buyer  I am sorry that the item did not meet your expectation.  Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize."
2761,buyer, Please respect my consumer rights and take responsibility   I understand that but it's your responsibility to ensure that you sell proper products   I have read everything properly and if you fail to provide me with the product I have ordered it's better to refund me
2761,buyer, I understand that but it's your responsibility to ensure that you sell proper products   I have read everything properly and if you fail to provide me with the product I have ordered it's better to refund me  Fair enough but what should I do with this product because I'm not satisfied with it 
2761,buyer, I have read everything properly and if you fail to provide me with the product I have ordered it's better to refund me  Fair enough but what should I do with this product because I'm not satisfied with it   Is it possible to exchange the product 
2761,buyer," Fair enough but what should I do with this product because I'm not satisfied with it   Is it possible to exchange the product   Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize."
2761,seller," Your rights are observed and we do apologise that you are disgruntled, please understand that the customer carries a duty to verify their purchases  The full description of the item was written, perhaps you misread it?  Unfortunately a refund is not possible. However we do care about the happiness of our customers so can we offer you a discount on your next purchase?"
2761,seller," The full description of the item was written, perhaps you misread it?  Unfortunately a refund is not possible. However we do care about the happiness of our customers so can we offer you a discount on your next purchase?  Keep it and resell if possible. we wish you the best. your discount is active and we value your business. "
2761,seller," Unfortunately a refund is not possible. However we do care about the happiness of our customers so can we offer you a discount on your next purchase?  Keep it and resell if possible. we wish you the best. your discount is active and we value your business.   If its for another product of the same value, yes... however please note that shipping will be for your account still. Is this something you are interested in doing still."
2761,seller," Keep it and resell if possible. we wish you the best. your discount is active and we value your business.   If its for another product of the same value, yes... however please note that shipping will be for your account still. Is this something you are interested in doing still.  Accept Deal"
2762,buyer," I would like a refund please. If you offer this, I will retract my bad review of you.   Sadly, that isn't true. The advertising was not clear and did not match the good that I received.   I have not done this before. I care more about my reputation than the money so how about you retract your bad review of me? Then I am also prepared to retract my own review of you. "
2762,buyer," Sadly, that isn't true. The advertising was not clear and did not match the good that I received.   I have not done this before. I care more about my reputation than the money so how about you retract your bad review of me? Then I am also prepared to retract my own review of you.   I see... would you like to apologise to me for the distress caused? "
2762,buyer," I have not done this before. I care more about my reputation than the money so how about you retract your bad review of me? Then I am also prepared to retract my own review of you.   I see... would you like to apologise to me for the distress caused?   OK, then I will not apologise either. "
2762,buyer," I see... would you like to apologise to me for the distress caused?   OK, then I will not apologise either.   Accept Deal"
2762,seller," Respectfully, I'm not prepared to offer you a refund.  My advertising was clear and I do not deserve a bad review as I did nothing wrong.  I don't agree with you on that.  I have a pristine selling reputation and I have never had a customer unhappy.  I do concede though that there may have been some misunderstanding on your part.  I will need you to retract the bad review of me otherwise I will have no alternative but to give you as a buyer a bad review to warn other sellers as I see that you have done this before.  I am happy to do that but I am still not offering a refund."
2762,seller, I don't agree with you on that.  I have a pristine selling reputation and I have never had a customer unhappy.  I do concede though that there may have been some misunderstanding on your part.  I will need you to retract the bad review of me otherwise I will have no alternative but to give you as a buyer a bad review to warn other sellers as I see that you have done this before.  I am happy to do that but I am still not offering a refund.  Not at all.  I have done nothing wrong.  My selling protocol has always been the same - fair and transparent.  I have nothing to apologise for.  
2762,seller," I am happy to do that but I am still not offering a refund.  Not at all.  I have done nothing wrong.  My selling protocol has always been the same - fair and transparent.  I have nothing to apologise for.    Submitted agreement: Buyer gets no refund, seller retracted their review, buyer retracted their review, seller didn't apologize, and buyer didn't apologize."
