kodis-id,b_fullChat
2684,"<b>[You]</b>: I need a refund, I will send back the jersey<br><b>[Other]</b>: All sales are final.<br><b>[You]</b>: If required I will elevate this to the authorities as this seems to be a case of false advertising.<br><b>[Other]</b>: I'm sorry you feel that way. It was clearly stated on the website that this is a team jersey. As well as stating all sales are final. <br><b>[You]</b>: I have an emailed receipt that states otherwise.  I don't think you should risk the required time/money to continue to fight this.<br><b>[Other]</b>: I've seen from your profile that this is a common theme with you. Reporting businesses when you don't get your way not matter who is at fault. I really don't want to continue this any further. I will offer you a discount on future purchases.<br><b>[You]</b>: That is simply not true and not acceptable.  I have not had an issue on this site before.  I will retract my review and issue an apology if you refund my purchase and retract your review and everybody can go their own way. <br><b>[Other]</b>: I can issue a partial refund if the negative review on my business is removed<br><b>[You]</b>: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.<br><b>[Other]</b>: Accept Deal<br>"
2685,"<b>[You]</b>: Hello I would like to make an agreement<br><b>[Other]</b>: Hi there! I'm sorry you weren't satisfied with your purchase. I strive to keep my customers as satisfied as possible while keeping to store policy.<br><b>[You]</b>: I feel that the product was not as described and I would like a full or partial refund<br><b>[Other]</b>: Thanks for letting me know. Unfortunately, I'm not able to offer a refund as the jersey you purchased was as described in the listing. However, I can understand how that information (that jerseys were nonspecific) was confusing, and I'm happy to fix the product listing going forward. Would you be willing to retract your review if I post a formal apology?<br><b>[You]</b>: The jersey was listed specifically to be a certain number. If it wasn't I wouldn't have purchased it.<br><b>[Other]</b>: Please check the product listing again, you'll see that unfortunately that is not the case. I wish you had contacted me first before posting a review calling me a LIAR AND CROOK, which is really harmful to me as a small business owner. <br><b>[You]</b>: I have checked the product listing and it has been edited. So it doesn't change the fact that I remember what it originally said. I am sorry you posted the item incorrectly. I am willing to remove my comment and forgive you for your mistake.<br><b>[Other]</b>: Thanks, I appreciate very much that you are willing to remove your comment. The listing was not edited and the platform timestamps can confirm that, so in accordance with policy, I am still not able to offer any refund. However I will be happy to remove my negative Buyer rating, which could negatively impact your ability to make future Offers and Deals with other Sellers.<br><b>[You]</b>: Submitted agreement: Buyer gets no refund, seller retracted their review, buyer kept their review, seller did apologize, and buyer didn't apologize.<br><b>[Other]</b>: Reject Deal<br><b>[Other]</b>: Can I persuade you to the same terms except that you remove your unfair review calling me a LIAR AND A CROOK, and I issue a formal apology?<br><b>[You]</b>: Would you be willing to issue a partial refund if i removed the review and replaced it with an extremely positive one?<br><b>[Other]</b>: I really can't because of policy. I will take the original deal if you reissue it. <br><b>[You]</b>: Submitted agreement: Buyer gets no refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer didn't apologize.<br><b>[Other]</b>: Accept Deal<br>"
2686,"<b>[You]</b>: hello. <br><b>[Other]</b>: Hello. You were unhappy with the item?<br><b>[You]</b>: yes. it is the wrong item. i would like a refund<br><b>[Other]</b>: We can offer a 50% refund if both parties remove both bad reviews. <br><b>[You]</b>: That is not good enough. <br><b>[Other]</b>: Ok if you remove the bad review and make a formal apology we will do the full refund.<br><b>[You]</b>: Ok. I will remove the bad review if you remove the bad review of me. But I will only apologize if you apologize for your inappropriate response too<br><b>[Other]</b>: That is fine. We can agree on all those things and we will issue the full refund.<br><b>[You]</b>: thank you <br><b>[Other]</b>: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.<br><b>[You]</b>: Accept Deal<br>"
2687,"<b>[You]</b>: I'd like to discuss a refund for the incorrect order, please.<br><b>[Other]</b>: Our store does not offer refunds, but I'd like to make things right for you. What is the issue?<br><b>[You]</b>: The jersey I received is not as advertised. I'll need a refund in order to purchase the correct jersey from another seller.<br><b>[Other]</b>: The jersey is as advertised, a LA Laker jersey. It was not listed as any specific player. However, since you are unsatisfied, I can issue you store credit if you return it, or half store credit if you decide to keep it. In exchange I would kindly ask that you update your review to mention our agreement.<br><b>[You]</b>: I will update my review, but in exchange I'd also like you to retract your bad review of me. Like you, I don't want to lose the opportunity to conduct business on this platform due to a misunderstanding.<br><b>[Other]</b>: Absolutely. We both understand how much reviews can affect things. I will remove your review if we have reached an agreement. Please let me know which option you would prefer.<br><b>[You]</b>: I would like to return the jersey for a credit in full, please.<br><b>[Other]</b>: Great. I can send you a shipping label for an expedited return if you like. Thank you for your patience with this matter.<br><b>[You]</b>: Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller didn't apologize, and buyer didn't apologize.<br><b>[Other]</b>: Accept Deal<br>"
2688,"<b>[You]</b>: Hi! I did not receive the correct item that I ordered, I would like to receive a refund.<br><b>[Other]</b>: you received what  you ordered please<br><b>[You]</b>: I ordered a different item, but got the wrong thing. I am willing to send this back, and I want the item that I ordered or I would like to receive the refund please.<br><b>[Other]</b>: what the item you ordered for please<br><b>[You]</b>: I ordered a replica of Kobe Bryant's last basketball championship jersey, specifically his jersey and not just someone else<br><b>[Other]</b>: what item did u get<br><b>[You]</b>: I got it for a different player but from the same team<br><b>[Other]</b>: alright sorry for the inconvenience . can you please return the item for change<br><b>[You]</b>: yes please, thank you!<br><b>[Other]</b>: you are most welcome<br><b>[You]</b>: I would also like to ask if you could take back the bad review that you gave of me, I do not think it is fair, since there was a mistake in this order and it was not my fault<br><b>[Other]</b>: alright i will<br><b>[You]</b>: thank you I appreciate that, and since you have agreed that there was an issue from your end, I would like a formal apology for the hurtful words that you used against me. And in return I also apologize for my negative review as well<br><b>[Other]</b>: alright i also apologies for my negative review<br><b>[You]</b>: Submitted agreement: Buyer gets no refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.<br><b>[Other]</b>: Accept Deal<br>"
2689,"<b>[You]</b>: hello<br><b>[Other]</b>: hi<br><b>[You]</b>: whats good<br><b>[Other]</b>: I'm good, thank you, how about you?<br><b>[You]</b>: same here<br><b>[Other]</b>: alright<br><b>[You]</b>: what the topic<br><b>[Other]</b>: negotiation<br><b>[You]</b>: how much are you exexpecting <br><b>[Other]</b>: 50%, cool?<br><b>[You]</b>: Alright <br><b>[Other]</b>: Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.<br><b>[You]</b>: Accept Deal<br>"
2691,"<b>[You]</b>: Hello, I would like a full refund as this is not the jersey I ordered! I ordered a Kobe jersey and this is LA Lakers. Thank you!<br><b>[Other]</b>: Hi there!  Thanks so much for your order.  We actually don't offer jerseys for specific players.  Let me share this link with you to the product page (link) for you to glance at again for confirmation.  You will see that there is no option for a Kobe jersey specifically.  I'll wait while you take a look.<br><b>[You]</b>: Thank you but when I ordered it, it was definitely listed as a Kobe jersey and this product page has been edited since my purchase. Please refund me as this is unfair. If I receive a refund, I will retract my negative review and you can do the same for me. I appreciate your help with this issue! <br><b>[Other]</b>: I'm glad to help.  Any fan of the Lakers is a friend of mine!  Regarding your recollection that the product page previously looked different, here is a link to the Way Back Machine for our product page.  This is an internet archive that takes screenshots of the history of the page.  You will see on the independently maintained archive that our product page remains unchanged.  Based on that, and on the statement on the product page that all sales are final, we can't issue a refund.  But I'll tell you what I can do... since it was an innocent mistake, as one Lakers fan to another, I'll gladly agree to a mutual withdrawal of our negative feedback.  No harm, no foul!  We're just glad to have you as a customer.<br><b>[You]</b>: This jersey was a gift for my terminally ill nephew, his favorite player is Kobe so I KNOW I would not have ordered a generic Lakers jersey. If you do not refund me, I will be unable to give him the one thing he really wants before he dies. Are you absolutely sure there is nothing that can be done? I am begging here, I wouldn't usually press the issue but I am sure you can understand why, given the circumstances. Again, I appreciate your help.<br><b>[Other]</b>: Oh no!  What an awful situation.  I'm so sorry to hear about your nephew.  That is really cool of you to try to give him something special.  It speaks well of you.  Here is what I can do to help... while the sale is final on the Lakers jersey, I totally understand what you are trying to do and why it is important to get a Kobe-specific jersey for your nephew.  We don't have Kobe-jerseys, but we do have a few other Kobe-products.  I can't refund your money on that item, but if you return it to us I would be glad to exchange the item for a Kobe product of equal value.  Of course, you've got the option of keeping the first item and just buying an additional one.  If you choose that option, I'll throw in a 10% discount for you.  AWhich of those two options works better for you?  <br><b>[You]</b>: I just realized that I took screenshots of the purchase to show my sister and the order is absolutely for a Kobe jersey through your website. While you have been kind to me here, I am having trouble trusting what you are telling me. I would still prefer a refund but if you are unwilling to work with me, I would have to take the exchange. <br><b>[Other]</b>: Ok, my friend.  I'll send you an email with the instruction for the exchange - along with a link to our site with our available Kobe products.  I'll also give you my contact information in case you have any trouble with the process.  Once I get your item back, I'll ship the other one out right away and I've got a Kobe sticker that I'll toss in for your nephew.  I really wish you guys the best.  You're in a tough spot and I feel for you.  Thanks for working with me on this.  We can remove the negative feedback together and get that item out to your nephew ASAP.  Feel free to reach back out to me if you have any question.  Thanks again for your business.  I appreciate you.<br><b>[You]</b>: Submitted agreement: Buyer gets no refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer didn't apologize.<br><b>[Other]</b>: Accept Deal<br>"
2694,"<b>[You]</b>: I would like a full refund<br><b>[Other]</b>: What was the problem with the product?<br><b>[You]</b>: It was the wrong jersey. I didin't get the one one the website<br><b>[Other]</b>: Im sorry that you did not get the one that you wanted but it was the one that you ordered.<br><b>[You]</b>: It was not. You changed the website after I posted my review calling you out.<br><b>[Other]</b>: I did not change the website, I just updated it.<br><b>[You]</b>: Oh ok. Well Please give me a refund and I will remove my bad review.<br><b>[Other]</b>: All sales are final.  I don't understand the bad review.<br><b>[You]</b>: Ok then I will keep my bad review and hopefully no one else will get taken by your scam.<br><b>[Other]</b>: I did not scam you.<br><b>[You]</b>: Submitted agreement: Buyer gets no refund, seller kept their review, buyer kept their review, seller didn't apologize, and buyer didn't apologize.<br><b>[Other]</b>: Reject Deal<br><b>[Other]</b>: I can offer you a partial refund since it was a final sale.<br><b>[You]</b>: ok<br><b>[Other]</b>: Im glad we agreed on that.<br><b>[You]</b>: Submitted agreement: Buyer gets partial refund, seller kept their review, buyer kept their review, seller didn't apologize, and buyer didn't apologize.<br><b>[Other]</b>: Reject Deal<br><b>[Other]</b>: Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer kept their review, seller did apologize, and buyer didn't apologize.<br><b>[You]</b>: Accept Deal<br>"
2695,"<b>[You]</b>: Hello, I am writing to request for a refund for the item that I bought<br><b>[Other]</b>: May I know what is wrong with the item?<br><b>[You]</b>: I bought a specific jersey from the website, but I was sent the wrong item<br><b>[Other]</b>: Oh, I am really sorry about that. I can provide you a return label and as soon as we get the item back we would be happy to issue you a refund.<br><b>[You]</b>: Thank you so much, also I believe there was a misunderstanding with my review on your platform. Would you be willing to revise your reply?<br><b>[Other]</b>: Absolutely, that would not be a problem at all.<br><b>[You]</b>: Would it be okay if I leave my original review on your website, just in case a similar incident does not occur?<br><b>[Other]</b>: While we would appreciate it if you do, that will have to be up to you.<br><b>[You]</b>: Okay I understand, sorry for the misunderstanding and thanks again!<br><b>[Other]</b>: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer kept their review, seller did apologize, and buyer did apologize.<br><b>[You]</b>: Accept Deal<br>"
2696,"<b>[You]</b>: Hi there! I received a misleading product and I would like a refund<br><b>[Other]</b>: really ? <br><b>[You]</b>: Yes, I lost out on quite a substantial amount for a jersey that was supposed to be Kobe's. Can you please give me a refund?<br><b>[Other]</b>: Awww sorry , sure i will<br><b>[You]</b>: Thank you so much! I also know I've written a negative review of this experience, and in response, you wrote a negative review of me. Can you also retract your negative review? It doesn't accurately reflect my reputation.<br><b>[Other]</b>: Okay<br><b>[You]</b>: Thank you so much. Final request: You have been so accommodating, but could you also apologize for your business practice? I just want closure and move on.<br><b>[Other]</b>: I apologize<br><b>[You]</b>: Thank you for the full refund, retracting your bad review of me and apologizing<br><b>[Other]</b>: You are welcome<br><b>[You]</b>: If possible, I will keep my bad review of you to warn others, but I will also apologize to you now as you are so accommodating now.<br><b>[Other]</b>: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.<br><b>[You]</b>: Accept Deal<br>"
2697,"<b>[You]</b>: Hello.<br><b>[Other]</b>: Hello, how are you today?<br><b>[You]</b>: Well. I'd like to receive a refund for the jersey I bought. It was supposed to be a Kobe jersey.<br><b>[Other]</b>: Oh, I'm sorry to hear that. I see you ordered the Lakers Championship jersey. This listing is not for any specific player. I'm sorry for any confusion. It also states on the product that all sales are final.<br><b>[You]</b>: Ok. I'll take down my bad review, if you will. How does that sound?<br><b>[Other]</b>: I appreciate that, and I apologize for any inconvenience. Yes, I can also take down the bad review.<br><b>[You]</b>: I appreciate that. Have a good day. <br><b>[Other]</b>: Thank you, you too!<br><b>[You]</b>: Submitted agreement: Buyer gets no refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer didn't apologize.<br><b>[Other]</b>: Accept Deal<br>"
2699,"<b>[You]</b>: Hello there. I would like to receive a refund please<br><b>[Other]</b>: What is wrong?<br><b>[You]</b>: Unfortunately I received a jersey with the wrong name of the player listed on it<br><b>[Other]</b>: The listing did not specify the specific name<br><b>[You]</b>: I have been a customer for many years with a solid reputation, as such would you consider making an exception?<br><b>[Other]</b>: I apologize for the misinterpretation but unfortunately all sales are final.<br><b>[You]</b>: I'd rather not keep my negative review of you as I know it hurts business, so I am offering an apology and retraction of my negative review if I can similarly get an apology and a refund. I would like to work out our differences<br><b>[Other]</b>: I will accept the apology and reciprocate the same. However, I can not offer a full refund, would partial refund be sufficiant?<br><b>[You]</b>: Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.<br><b>[Other]</b>: Accept Deal<br>"
2706,"<b>[You]</b>: I expect to receive a refund for this jersey that was clearly not what you had advertised on your website.<br><b>[Other]</b>: As our listing stated, the jerseys were not for a specific player, and unfortunately all sales are final.<br><b>[You]</b>: You altered your listing after the fact. Then you responded to my negative review by insulting me! This is unacceptable<br><b>[Other]</b>: While I understand your concerns, unfortunately, we are unable to accommodate a refund in this instance due to our policy. I am willing to retract my negative review, if you remove your negative review of my shop. We are a small business and strive to maintain transparency in our listings,<br><b>[You]</b>: Please understand, this jersey was for my nephew who is terminally ill. It's supposed to be his favorite player's jersey. We won't be able to afford it without this refund. I am happy to retract my negative review as well if you can just issue a refund. My goal is not to harm your business.<br><b>[Other]</b>: I understand the importance of this jersey to your nephew, especially considering his circumstances. While I truly empathize with your situation, I must also uphold the policies we have in place to ensure fairness for all our customers. What we can do, is offer a discount on a replacement jersey.<br><b>[You]</b>: A partial refund still won't allow us to replace the jersey. Again I'm happy to remove my review. I am not even concerned if you do not remove your negative review.<br><b>[Other]</b>: Thank you for your understanding and willingness to reconsider your review. Regarding the partial refund, I understand that it may not fully address the cost of replacing the jersey. While we are unable to make exceptions to our policy regarding refunds, we remain committed to assisting you in any other way we can. <br><b>[You]</b>: Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller didn't apologize, and buyer didn't apologize.<br><b>[Other]</b>: Accept Deal<br>"
2710,"<b>[You]</b>: Hello, i demand a full refund on a shirt i bought <br><b>[Other]</b>: ok<br><b>[You]</b>: I expect that i get a refund of $75 as i was given the bryant shirt i ordered for my sick cousin<br><b>[Other]</b>: What are your reasons for a refund?<br><b>[You]</b>: It was clearly stated on the site that i will get a Bryant's customized shirt but a different shirt was sent<br><b>[Other]</b>: I understand. but we can reach an agreement<br><b>[You]</b>: I will be glad if i get the refund as i really need the exact shirt i ordered.<br><b>[Other]</b>: No problem, I'm evaluating the options.<br><b>[You]</b>: I will take down my negative review so i don't affect the business in any way. I hope i will get my refund<br><b>[Other]</b>: ok that seems very good to me, so we all win<br><b>[You]</b>: Thanks<br><b>[Other]</b>: anything else I can help you with<br><b>[You]</b>: I will apologize to the seller and i hope he retracts bad review of me too. That will be all. thanks<br><b>[Other]</b>: perfect issue a refund now. something else I can help you with<br><b>[You]</b>: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller didn't apologize, and buyer did apologize.<br><b>[Other]</b>: Accept Deal<br>"
2716,"<b>[You]</b>: Hello, I bought a Kobe Bryant jersey from you. However, what I recieved was a jersey from a player I do not even know of so I would like to return it and receive a refund<br><b>[Other]</b>: hi client, i understand the issue you are explaining, and i thank you for contacting us, hopefully i can help with your claim, and i would like to let you know first tthat iwhen you made the purchase at our store it was described at the item that no specific player was send, were sorry you didnt get the player you wanted, i could offer you a partial refund of the product you got <br><b>[You]</b>: The website clearly stated that it was a Kobe Bryant jersey. However, very conveniently, after I made my comment on your page the name of the product was changed. So I do not think it is fair for you buyers to be scammed in this way. Also, you wrote me a review in which you called me a scammer and other things which make me look like a bad buyer and will prevent people from selling me things. I will accept the refund but at the same time I expect the review you wrote to be taken down  <br><b>[Other]</b>: Thank you for accepting the refund we will proceed to to that inmediately, on the other topic the review written by us was a response to the negative review you wrote about our business being we are a legitimate , working business we dont want to affect you as a buyer and neither get affected as a small business, i could take down the review if you do the same for us <br><b>[You]</b>: Ok, it seems like a fair deal to me. I will take down the review I wrote as soon as I see that I have received the refund and you have taken down the bad review about. Once I see that, I promise to take down my review. <br><b>[Other]</b>: Thank you for accepting and buying with our business, i would like to offer an apology for any inconvenience presented in this process and would like to invite you to continue being a client at our business with a discount code of 10% off on your next purchase, you will receive it on your e mail <br><b>[You]</b>: Thank you for your offers and your apology. I understand you are a legitimate business, I would just suggest to next time write down the proper name of the products in order to prevent any further problems such as this one. I appreciate the discount code and the refund, as soon as this is done i will take down my review <br><b>[Other]</b>: The refund will take a few business days depending on your bank institution, we are happy to help you and solve any issues on our side, and receive your recommendations with an open mind and will surely take in account , have a good day<br><b>[You]</b>: Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer didn't apologize.<br><b>[Other]</b>: Accept Deal<br>"
2717,"<b>[You]</b>: hello id like to receive a full refund <br><b>[Other]</b>: Im sorry but our policy dictates all sales are final<br><b>[You]</b>: You know i received an item that didnt meet the specifications that were first mentioned<br><b>[Other]</b>: The products on our website were never declared to be for a specific player. If you review the listing once more, you can see that. I appreciate your business and would like to come to a resolution that doesn't involve going against the store policy <br><b>[You]</b>: Also i would like to change the bad review that was made for my comment i think it lacks the bases to insult me<br><b>[Other]</b>: I can definitely change the bad review and even issue a promotional credit to use on your next purchase if you'd also be willing to update your review and how we resolved the issue. <br><b>[You]</b>: I can certainly agree to that, maybe i can get another jersey while knowing that it isnt for an specific player <br><b>[Other]</b>: Certainly. Thank you for your time and patronage.<br><b>[You]</b>: Submitted agreement: Buyer gets no refund, seller retracted their review, buyer retracted their review, seller didn't apologize, and buyer did apologize.<br><b>[Other]</b>: Accept Deal<br>"
2718,"<b>[You]</b>: Hello, I would like a refund, I purchased a jersey and expected it to be a Bryant jersey. I didn't receive the product I expected.<br><b>[Other]</b>: Hello, apologies for the inconvinient, if you could please provide us with your order we could change it for a Bryant jersey<br><b>[You]</b>: I would prefer to just receive a refund for the product instead of exchanging it. Would that be an option?<br><b>[Other]</b>: It sure is, here we value your experience and we dont want you to leave with a bad one<br><b>[You]</b>: Great, I really appreciate it! Will I receive a full refund? I would be willing to retract the bad review of you as a seller, it you retract the bad review of me? <br><b>[Other]</b>: You should receive the refund in approximately 3 days business, I am willing to remove the bad review too and would also like to apologize to you for the misunderstanding about the whole deal<br><b>[You]</b>: Thank you for being so understanding, I also apologize for any misunderstanding that I might have had as a buyer. I really appreciate the refund! Have a great day! <br><b>[Other]</b>: You too, have a great day and thank you for reaching us!<br><b>[You]</b>: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.<br><b>[Other]</b>: Accept Deal<br>"
2719,"<b>[You]</b>: I want a refund<br><b>[Other]</b>: only if you remove your bad review<br><b>[You]</b>: ok, send refund and i will <br><b>[Other]</b>: and I want you to apologize for your actions<br><b>[You]</b>: I apologize, please send refund<br><b>[Other]</b>: I am going to keep my review about you also<br><b>[You]</b>: id also like an apology<br><b>[Other]</b>: I don't believe I did anything wrong<br><b>[You]</b>: Submitted agreement: Buyer gets no refund, seller kept their review, buyer retracted their review, seller didn't apologize, and buyer did apologize.<br><b>[Other]</b>: Accept Deal<br>"
2720,"<b>[You]</b>: Hello, I would like to request a partial refund for the broken items.<br><b>[Other]</b>: Hello, may i know the reasons of this request?<br><b>[You]</b>: The item received was broken. Since the item was received but broken, I believe a partial refund would be uderstandable. <br><b>[Other]</b>: Of course we could, but please could you share with us images of the packing and the broken items, if the problem comes from the shipment, we´re going to proceed to your reimbursment.<br><b>[You]</b>: Of Course, I understand it could have been broken in transit. I can submit photos of the condition of the box as well as the broken item.<br><b>[Other]</b>: We´re so sorry of the experience you may have, but  i´d like to ask you could it be possible to change the review of the product? Due to this situation was not caused by us.<br><b>[You]</b>: I appreciate the acknowledgment of the experience so far. I will change the review of the product. Is it possible to have the bad review I received as well to be updated, since it was a misunderstanding and we are in process of a better resolution?<br><b>[Other]</b>: Yes, of course we will change the review we´ve sent to you. Indeed this is the process for a propper customer´satisfaction. Our humblest apologies.<br><b>[You]</b>: My apologies as well. I should have made an attempt to make contact before leaving a review to provide an opportunity for the issue to be corrected. Thank you for your communication and resolution to this issue.<br><b>[Other]</b>: We really hope you to buy again at our bussiness, the next time we´re going to change to a new shipping company in order to avoid  such nuisances.<br><b>[You]</b>: Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller did apologize, and buyer did apologize.<br><b>[Other]</b>: Accept Deal<br>"
2721,"<b>[You]</b>: Hello<br><b>[Other]</b>: hi<br><b>[You]</b>: this are terms i propose<br><b>[Other]</b>: ok<br><b>[You]</b>: Receive refund and retract on bad review<br><b>[Other]</b>: No on the refund. All sales are final and you ordered a generic jersey. <br><b>[You]</b>: I want a refund, the page was not clear, and I think everyone has to know in case you don't admit it.<br><b>[Other]</b>: The page was clear. There will be no refund. <br><b>[You]</b>: Ok, I can buy another one in other page, but your sales will drop. <br><b>[Other]</b>: Thats ok. I can take down my bad review. You can keep yours up if you want. No apologies either way.  <br><b>[You]</b>: Submitted agreement: Buyer gets no refund, seller retracted their review, buyer kept their review, seller didn't apologize, and buyer didn't apologize.<br><b>[Other]</b>: Accept Deal<br>"
2728,"<b>[You]</b>: i need a refund<br><b>[Other]</b>: I'm sorry to hear that. What is the issue? <br><b>[You]</b>: I bought a kobe bryant jersey from your store but it turns out it was not his but another player<br><b>[Other]</b>: which payer did you receive? <br><b>[You]</b>: A player that is not Kobe Bryant, I need a refund and in also need you to retract the bad review you gave me, can you please do that?<br><b>[Other]</b>: yeah we can do that no problemo<br><b>[You]</b>: Okay thats fine i will also need an apology from you for all the inconviniences and stress this has put me through can you do that,? it will help boost your seller buyer relationship.<br><b>[Other]</b>: I sincerely apologize for any distress you may have experienced when you got a high quality shirt featuring a different elite athlete than he one you intended. <br><b>[You]</b>: Okay i accept the apology, thank you.<br><b>[Other]</b>: no problem bestie, you got anything else I can help out with tonight? <br><b>[You]</b>: Submitted agreement: Buyer gets full refund, seller retracted their review, buyer kept their review, seller did apologize, and buyer didn't apologize.<br><b>[Other]</b>: Accept Deal<br>"
2729,"<b>[You]</b>: Hi I would like to receive a refund please<br><b>[Other]</b>: What seems to be the issue?<br><b>[You]</b>: When I placed the order it stated I would receive a Kobe Bryant jersey and it's another player's <br><b>[Other]</b>: Unfortunately the jersey offered never specified a specific player, rather it was a generic jersey<br><b>[You]</b>: I understand it doesn't say it anymore, however when I bought it, it was clearly stated.<br><b>[Other]</b>: Our website has not changed, however I am able to offer a partial refund excluding costs shipping as well as a return tag. <br><b>[You]</b>: Yes, I'd appreciate the return tag. Since I am returning the product and I am not satisfied with the purchase I would like to receive a refund for the shipping costs as well, especially since this is taking more time from me.<br><b>[Other]</b>: I will happily process the return tag but am unable at this time to give a full refund for this item due to the loss I am taking with the negative review I had seen you'd added to our site. My manager only permits me to give as much as I have offered. If you however would remove the negative review I will eat said shipping fees.<br><b>[You]</b>: I understand. I am willing to update my review to include the resolution of this issue<br><b>[Other]</b>: I shall begin the shipping. Thank you for your time. we do hope that this incident will not deter you from ordering other items from us in the future. We do apologize for the inconvenience and will be emailing that shipping label over to you shortly. Thank you and have a nice day. <br><b>[You]</b>: Thank you for your response and resolution, have a nice day.<br><b>[Other]</b>: Submitted agreement: Buyer gets full refund, seller kept their review, buyer retracted their review, seller did apologize, and buyer didn't apologize.<br><b>[You]</b>: Accept Deal<br>"
2730,"<b>[You]</b>: I received a wrong item, so i claim a full refund <br><b>[Other]</b>: Hi! Thanks for reaching out. What was wrong with the item?<br><b>[You]</b>: I ordered a specific model that was clearly offered on the page, instead I received a wrong model item <br><b>[Other]</b>: Right. According to what i can see on the site, we didnt offered an specific model, but ii understand that maybe it wasnt clearly specified. I really apologize for the situation. Unfortunately i can't offer a full refund, but we can find other solutions. How would you like to proceed?<br><b>[You]</b>: There were specific models offered, but then you changed the product description, so i keep my posture of requesting a full refund, otherwise i will publish negative reviews of your page <br><b>[Other]</b>: I completely understand how are you feeling, so that's why im offering you a 30% discount on your next purchase. How does that sound to you?<br><b>[You]</b>: i would prefer a partial refund then, so i could purchase again<br><b>[Other]</b>: Great! So let me register in my system that information. Im giving you 30% of the total amount of your purchase as a refund. Im adding the information provided, and a review of you as a ciient. <br><b>[You]</b>: ok, i will accept the refund and will close the dispute <br><b>[Other]</b>: Just before finishing, i will kindly ask you if you could remove the negative reviews on the site, and also ask you: Are you happy with the result of this issue?<br><b>[You]</b>: ok i will remove the review on the page <br><b>[Other]</b>: Thanks for your response. I will suggest to look carefully for the details in the next purchase! <br><b>[You]</b>: Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller didn't apologize, and buyer didn't apologize.<br><b>[Other]</b>: Reject Deal<br><b>[Other]</b>: Submitted agreement: Buyer gets partial refund, seller kept their review, buyer retracted their review, seller did apologize, and buyer didn't apologize.<br><b>[You]</b>: Accept Deal<br>"
2731,"<b>[You]</b>: I would like to receive a full refund.<br><b>[Other]</b>: Why would you like a refund?<br><b>[You]</b>: The item delivered was not as described.<br><b>[Other]</b>: what was different with the delivered item and the item purchased?<br><b>[You]</b>: The item was specific to be Kobe Bryant, not another player.<br><b>[Other]</b>: I see here that you did not purchase the Kobe Bryant jersey, so the item delivered is correct<br><b>[You]</b>: The listing showed Kobe Bryant. How about I receive a partial refund, if not, I will return the item.<br><b>[Other]</b>: There are no returns per the refund policy, however I will make this exception and refund you 50% off your total purchase<br><b>[You]</b>: I will accept your offer on the condition that you retract the bad review of me and apologize for the confusion.<br><b>[Other]</b>: Im not willing to retract the bad review, as Im doing a favor to you by issuing this refund. if you'd like to remove my bad review then I will consider removing my bad review as well<br><b>[You]</b>: Fair enough.<br><b>[Other]</b>: deal<br><b>[You]</b>: Submitted agreement: Buyer gets partial refund, seller retracted their review, buyer retracted their review, seller didn't apologize, and buyer didn't apologize.<br><b>[Other]</b>: Accept Deal<br>"
